,ictv_taxo_index
MK279505,9163
MN617763,9164
LC586030,9165
MK558257,9166
KP842791,9167
MG554633,9168
MN744720,9169
MK189193,9170
L29010,9171
MH316122,9172
MN617169,9173
M57938,9174
MK279472,9175
KX883007,9176
LC596823,9177
KP900893,9178
MN295969,9179
MK279475,9180
AY307099,9181
AF188515,9182
MN176979,9183
KF537784,9184
JF781304,9185
MK279474,9186
MG554632,9187
MN172262,9188
AB690372,9189
KX883006,9190
KX883005,9191
KY357507,9192
MF536690,9193
LC150612,9194
LC318482,9195
MK279473,9196
KY120321,9197
MH766503,9198
MH766499,9199
MH766500,9200
MH766497,9201
MH766498,9202
MH766502,9203
MN617171,9204
MK558259,9205
MH037014,9206
MH347276,9207
MH766501,9208
EU489061,9209
EU489062,9209
FJ550604,9210
FJ550605,9210
AJ781168,9211
AJ781167,9211
AJ781401,9212
AJ781402,9212
AM999771,9213
AM999772,9213
AB465308,9214
AB465309,9214
AB025903,9215
HQ541323,9216
HQ541324,9216
FJ816271,9217
FJ816272,9217
KF963175,9218
KF963176,9218
KF963177,9219
KF963178,9219
KF963179,9220
KF963180,9220
KF963181,9221
KF963182,9221
KF963183,9222
KF963184,9222
KF963186,9223
KF963187,9223
AB569997,9224
AB569998,9224
AY751737,9225
AY751738,9225
EU605883,9226
EU605884,9226
EF173392,9227
EF173391,9227
EF173396,9228
EF173395,9228
EF173394,9229
EF173393,9229
EF173389,9230
EF173390,9231
AY705784,9232
AY705785,9232
L39125,9233
L39126,9233
JN196536,9234
JN196537,9234
KX709964,9235
KX709965,9235
AY603052,9236
AY603051,9236
AY247204,9237
AY247205,9237
AY260756,9238
AY260757,9238
JX971982,9239
JX971983,9239
JX971984,9240
JX971985,9240
AF047013,9241
AF015924,9241
LC150606,9242
LC150607,9242
HM565953,9243
HM565954,9243
KF551880,9244
KF551881,9245
KF551882,9246
KF551883,9247
KF551884,9248
KF551885,9249
JN606091,9250
JN606090,9250
KF551886,9251
KF551887,9252
JX625227,9253
JX625228,9253
AF473549,9254
JX971980,9255
JX971981,9255
AY533038,9256
AY533036,9256
EU195326,9257
EU195327,9257
JX971978,9258
JX971979,9258
AF133290,9259
AF133291,9259
AB113347,9260
AB113348,9260
JX971976,9261
JX971977,9261
KY884720,9262
KY884721,9262
U95995,9263
U95996,9263
HM560702,9264
HM560703,9264
HM560704,9264
S63913,9265
FR687854,9266
FR687855,9266
JN117276,9267
JN117277,9267
JN117278,9268
JN117279,9268
LC195294,9269
LC195295,9269
EU118277,9270
EU118278,9270
EU118279,9270
AF316992,9271
AF316993,9271
AY033436,9272
AY033437,9272
D55668,9273
D55669,9273
AY089993,9274
AY089994,9274
AY089995,9274
AY615211,9275
AY615212,9275
AY615213,9275
AM087202,9276
AM087203,9276
AY738336,9277
AY738337,9277
AY156521,9278
AY156522,9278
AM040148,9279
AM040149,9279
KX884063,9295
KX884062,9295
KR902508,9296
KR902507,9296
AB186897,9297
AB186898,9297
AF246939,9298
AF246940,9299
GBBW01007738,9300
MF324848,9301
X53459,9302
KP026921,9303
AF180391,9304
KM677927,9305
KR862307,9306
KT166441,9307
KC787658,9308
KP126831,9309
JX473849,9310
KR139839,9311
KT447550,9312
KM110938,9313
KC787630,9314
U87392,9315
KP280006,9316
KU302440,9317
KY369968,9318
M96262,9319
KY369967,9320
U15146,9321
KY369969,9322
JN116253,9323
MH447987,9324
MG600025,9325
MG600023,9326
MG600022,9327
GECV01031551,9328
MT663548,9329
KF430219,9330
MN611525,9331
MK472070,9332
JQ989270,9333
KJ473807,9334
AF304460,9335
KF294380,9336
HM245925,9337
EU420138,9338
EU420139,9339
KJ473806,9340
MK720944,9341
MK472068,9342
KJ473809,9343
MH938449,9344
MG923574,9345
MK472067,9346
AF353511,9347
DQ648858,9348
EF203064,9349
AY567487,9350
KY073745,9351
KY370053,9352
KY967715,9353
AJ271965,9354
AY585228,9355
KM349742,9356
AY597011,9357
AY700211,9358
KY370046,9359
KF636752,9360
KC545383,9361
JX869059,9362
EF065509,9363
EF065505,9364
MG693168,9365
KU762338,9366
EF065513,9367
AY274119,9368
KY352407,9369
MN908947,9370
AY613950,9371
JQ065048,9372
FJ376619,9373
JQ065049,9374
JQ065043,9375
FJ376622,9376
JQ065044,9377
JQ065047,9378
MK359255,9379
EU111742,9380
M95169,9381
KR902510,9382
KM454473,9383
MK611985,9384
MK956105,9385
KX883629,9386
KJ125489,9387
JQ957874,9388
JQ957872,9389
KT966495,9390
KC807171,9391
AB753015,9392
JQ957873,9393
DQ458789,9394
KY056254,9395
KT966491,9396
KY369959,9397
MN714662,9398
MN961271,9399
MN714663,9400
MH933735,9401
MG600024,9402
MG600020,9403
KX883628,9404
KX883636,9405
KX883627,9406
MT907511,9407
AF227196,9408
KX947267,9409
EU487200,9410
DQ898157,9411
GU002364,9412
KJ681496,9413
KM589359,9414
MG600028,9415
MN161572,9416
KX883638,9417
MT997160,9418
MG600030,9419
KJ541759,9420
MF351889,9421
MK182569,9422
MF685025,9423
KX184715,9424
KX883637,9425
MN161566,9426
MN161561,9427
MT997159,9428
MW561977,9429
AY427798,9430
DQ310701,9431
X52506,9431
X52505,9431
JQ860350,9432
HQ010042,9433
Z69620,9434
M67473,9435
KX371097,9436
JQ347522,9437
DQ013304,9438
AY082891,9439
M87661,9440
X86557,9441
AY032605,9442
AJ011099,9443
AF195847,9444
AY228235,9445
GQ443611,9446
FJ692500,9447
AJ844470,9448
KJ196290,9449
KJ790198,9450
EU391643,9451
KJ577139,9452
HM002617,9453
X86560,9454
AJ249939,9455
AF182760,9456
DQ058829,9457
AY646856,9458
FJ355928,9459
M86379,9460
U76874,9461
AF150629,9462
EF219380,9463
AY275710,9464
HM777507,9465
AY634314,9466
AF277675,9467
AF536531,9468
AF218039,9469
AF014388,9470
AF022937,9471
AF183905,9472
AB017037,9473
DQ288865,9474
AB006531,9475
AF178440,9476
MW281483,9477
MW548506,9477
KF751885,9478
EF517277,9479
AJ489744,9480
KF843822,9481
AY365064,9482
AB000906,9483
JF720348,9484
KJ629170,9485
AB766259,9486
AF323747,9487
AF092924,9488
EU035616,9489
JN091707,9490
JN870848,9491
KX578271,9492
AB469874,9493
AB375474,9494
AB243297,9495
AB973945,9496
AB193726,9497
EF198242,9498
JN661160,9499
KF412901,9500
KF478836,9501
AY337486,9502
MG584187,9503
MH171300,9504
KT727023,9505
KT727026,9506
MG584188,9507
MG584189,9508
AB639040,9509
AB971661,9510
EF198241,9511
KT727024,9512
MF327529,9513
KP236128,9514
JN936206,9515
EU236594,9516
KY432299,9517
KP264975,9518
KU168861,9519
KU159360,9520
DQ272578,9521
AY593829,9522
AY593752,9523
AY593805,9524
DQ533483,9525
AY593840,9526
AY593849,9527
AY593850,9528
KM589358,9529
M81861,9530
JX257003,9531
X56019,9532
JX443418,9533
M16020,9534
M80888,9535
M94868,9535
EU723237,9535
MF172923,9536
AB090161,9537
MF416403,9538
JQ864242,9539
JX683808,9540
MF352424,9541
EF165067,9542
EU376394,9543
HM181996,9544
AB747251,9545
FJ463615,9546
FJ463617,9547
AB747254,9548
AB747255,9549
AB747256,9550
AB747257,9551
AB747258,9552
KY432928,9553
KY432930,9554
FJ438902,9555
FJ438903,9556
FJ438904,9557
FJ438905,9558
FJ438906,9558
JN867771,9559
JN867790,9560
JN867768,9561
JN867776,9562
JN867763,9563
JN867772,9564
JN867760,9565
JN867774,9566
JN867764,9567
JN867773,9568
JN867780,9569
JN867767,9570
JN867769,9571
JN867775,9572
JN867759,9573
JN867756,9574
JQ811826,9575
JQ811825,9576
JQ811821,9577
JQ811830,9578
FJ438907,9579
FJ438908,9580
JN867762,9581
JN867777,9582
JN867761,9583
JN867778,9584
FJ555055,9585
JN867758,9586
X96871,9587
AF361253,9588
DQ108383,9589
JQ941880,9590
HM153767,9591
KJ950971,9592
KT944199,9593
KX156157,9594
KT944214,9595
KT944212,9596
KY432925,9597
KM396707,9598
KM396708,9599
MK882499,9600
JQ814851,9601
KP054273,9602
KP100644,9603
KY512802,9604
MF352410,9605
JF973687,9606
KF958461,9607
KY855435,9608
KY432924,9609
KY432934,9610
DQ641257,9611
AJ011380,9612
AF296087,9613
AF296088,9614
AF296089,9615
AF296090,9616
AF296091,9617
AF296092,9618
AF296093,9619
AF296094,9620
AF296095,9621
AF296096,9622
JF724001,9623
JQ429405,9624
LC386160,9625
MG875515,9626
LC386157,9627
MG875516,9628
KM873611,9629
LC113907,9630
AY563023,9631
KT880670,9632
LC006971,9633
LC036579,9634
LC036580,9635
LR216006,9636
KJ641685,9637
KJ641697,9638
AY421760,9639
AY421761,9640
AY421762,9641
AY421763,9642
AY421764,9643
AY421765,9644
AY421766,9645
AY421767,9646
AY421768,9647
AY421769,9648
U05876,9649
U22521,9650
AY697458,9651
AY697459,9652
AY697460,9653
AY697461,9654
EF667344,9655
KU355876,9656
KC787153,9657
LK021688,9658
KU355877,9659
AF326754,9660
AF326761,9661
AF326764,9662
AF326750,9663
M88483,9664
M16560,9665
AF081485,9666
X05690,9667
AF114383,9668
AF039205,9669
D00627,9670
AF029859,9671
AF250874,9672
AY302545,9673
AY302553,9674
AY302557,9675
AF083069,9676
AY302558,9677
AY302559,9678
X84981,9679
X80059,9680
X79047,9681
AY302539,9682
AY302540,9683
AY302541,9684
AY302542,9685
AY302543,9686
AF317694,9687
AY302544,9688
AY302546,9689
AY302547,9690
AY302548,9691
AY302549,9692
AY302550,9693
AY302551,9694
AY302552,9695
AF162711,9696
AY302554,9697
AY302555,9698
AY302556,9699
AY302560,9700
AF241359,9701
AY556057,9702
AY556070,9703
AJ493062,9704
AY208120,9705
AY843297,9706
AY843298,9707
AY843299,9708
AY843300,9709
AY843301,9710
DQ902712,9711
AY843303,9712
AY843304,9713
AY843305,9714
AY843306,9715
KM273013,9716
AY843307,9717
AB426608,9718
DQ902713,9719
AY843308,9720
KF990476,9721
AB426609,9722
JF416928,9723
JF416931,9723
JF416934,9723
JF416937,9723
KF312882,9724
KJ418244,9725
KJ701249,9726
AF326751,9727
V01149,9728
V01150,9729
M12197,9730
X00595,9731
K01392,9732
X00925,9733
AF499635,9734
AF499636,9735
AF499637,9736
AF499640,9737
AF499639,9738
AF499641,9739
AF499642,9740
AF546702,9741
AF499643,9742
EF026081,9743
JX417822,9744
EF015886,9745
EF555644,9746
EF555645,9747
EU840733,9748
JX393302,9749
GQ865517,9750
KC344833,9751
JX514942,9752
JX262382,9753
JX961708,9754
AY426531,9755
AY355268,9756
D00820,9757
DQ916376,9758
JF416929,9759
JF416932,9759
JF416935,9759
JF416938,9759
KF040080,9760
D00214,9761
DQ092792,9762
DQ092786,9763
JQ690748,9764
JQ690741,9764
KU172420,9765
DQ092770,9766
DQ092795,9767
DQ092794,9768
AY462106,9769
LC038188,9772
AF363453,9773
AF363455,9774
HQ702854,9775
JN807387,9776
JQ277724,9777
JQ818253,9778
MG958646,9779
KT265911,9780
KT265961,9781
KP982873,9782
KJ156451,9783
KT265900,9784
KT265903,9785
KT265909,9786
KT265941,9787
KT266010,9788
KY761948,9789
MF113370,9790
MF113372,9791
KU297674,9792
AF326759,9793
KP345887,9794
KP345888,9795
AF326766,9796
FJ007373,9797
AF414372,9798
JX537981,9799
JX537991,9800
KF541639,9801
KF648606,9801
KX156158,9802
KX156159,9803
KU587555,9804
FJ445111,9805
D00239,9806
X02316,9807
DQ473503,9808
FJ445113,9809
FJ445177,9810
DQ473498,9811
EF173414,9812
EF173415,9813
FJ445116,9814
DQ473493,9815
L24917,9816
FJ445118,9817
FJ445119,9818
FJ445120,9819
FJ445121,9820
FJ445122,9821
DQ473497,9822
EF173416,9823
FJ445123,9824
DQ473508,9825
FJ445125,9826
DQ473512,9827
FJ445126,9828
FJ445127,9829
FJ445128,9830
DQ473501,9831
DQ473505,9832
DQ473495,9833
AY751783,9834
FJ445129,9835
DQ473491,9836
FJ445131,9837
FJ445132,9838
DQ473506,9839
FJ445133,9840
DQ473496,9841
FJ445135,9842
FJ445136,9843
DQ473507,9844
FJ445138,9845
DQ473511,9846
FJ445140,9847
FJ445141,9848
FJ445142,9849
DQ473500,9850
FJ445143,9851
FJ445144,9852
FJ445145,9853
FJ445146,9854
EF173417,9855
FJ445147,9856
FJ445148,9857
FJ445149,9858
FJ445150,9859
FJ445152,9860
DQ473492,9861
DQ473494,9862
DQ473510,9863
DQ473502,9864
FJ445154,9865
EF173418,9866
FJ445156,9867
FJ445157,9868
DQ473509,9869
FJ445163,9870
DQ473504,9871
M16248,9872
FJ445167,9873
EF173419,9874
FJ445171,9875
FJ445175,9876
GQ415051,9877
EF155421,9878
JF965515,9879
JN562727,9880
JN614995,9881
JQ245971,9882
KC859319,9883
KC859318,9884
DQ473485,9885
DQ473490,9886
FJ445112,9887
DQ473486,9888
K02121,9889
EF173420,9890
FJ445124,9891
FJ445186,9892
DQ473487,9893
EF173423,9894
FJ445130,9895
DQ473488,9896
FJ445188,9897
FJ445151,9898
DQ473489,9899
FJ445153,9900
FJ445155,9901
FJ445161,9902
FJ445162,9903
FJ445164,9904
FJ445168,9905
FJ445169,9906
EF173425,9907
FJ445172,9908
FJ445174,9909
HQ123444,9910
JF781500,9911
JX074053,9912
JN614996,9913
FJ445137,9914
EF077279,9915
EF077280,9916
EF186077,9917
EF582385,9918
EF582386,9919
EF582387,9920
DQ875932,9921
GQ223227,9922
GQ223228,9923
GQ323774,9924
EU840952,9925
HM236958,9926
HM236908,9927
HM236911,9928
GU219984,9929
KR997882,9930
HM236936,9931
HM236918,9932
EU840728,9933
HM236923,9934
HM236903,9935
KJ675507,9936
KJ675506,9937
HM236939,9938
HM236952,9939
HM236904,9940
HM236906,9941
HM236954,9942
HM236949,9943
HM236968,9944
HM236964,9945
HM236897,9946
HM236934,9947
KM486097,9948
JF436925,9949
JF416311,9950
JF416321,9951
JF416322,9952
JN205461,9953
JN815251,9954
KF958311,9955
KJ675505,9956
JN815249,9957
JF416310,9958
KY624849,9959
JF416318,9960
JF519760,9961
JF519762,9962
JN798566,9963
KF688606,9964
JF317015,9965
KP282614,9966
KR997885,9967
LC004772,9968
KP890662,9969
JN572115,9970
JN572116,9971
MF352412,9972
MF352414,9973
KY432935,9974
KY432932,9975
KY432927,9976
KY432933,9977
KP233897,9978
MF352425,9979
KJ950883,9980
MF352417,9981
MF352408,9982
KY432926,9983
KY855432,9984
MF175072,9985
AF406813,9986
AY064708,9987
EU789367,9988
JX627573,9989
MG600103,9990
KY312540,9991
MG600068,9992
MG600069,9993
MG600095,9994
MG600075,9995
MG600070,9996
MG600074,9997
KY312541,9998
M14707,9999
KR703607,10000
KT452742,10001
KT452637,10002
KT452644,10003
KT452735,10004
KT452685,10005
KT229611,10006
KT452730,10007
KT452729,10008
KT452691,10009
KT452714,10010
KT877158,10011
KT452658,10012
KX156153,10013
KX156155,10014
AJ225173,10015
KY432472,10016
MG600110,10017
MH368041,10018
JN819202,10019
MF188967,10020
JQ691613,10021
KF979337,10022
MG600089,10023
AB040749,10024
JN387133,10025
JF755427,10026
KF831027,10027
KJ934637,10028
MF947444,10029
KY432931,10030
MF175074,10031
MF352432,10032
MF947429,10033
AB084788,10034
KF006985,10035
GU245693,10036
EU787450,10037
KF793927,10038
LC055961,10039
LC055960,10040
KT325853,10041
KJ641686,10042
KJ641691,10043
KX463670,10044
MF358731,10045
KC663628,10046
KY369299,10047
KY369300,10048
KC876003,10049
KC811837,10050
KF961186,10051
KF979336,10052
MG846465,10053
HM751199,10054
KY488458,10055
MF405436,10056
MG600081,10057
GU182408,10058
GU182410,10059
GU182406,10060
MF977321,10061
MG600106,10062
MG600108,10063
KU977108,10064
MH255796,10065
KJ415177,10066
MG600090,10067
MG967619,10068
MG600093,10069
JF973686,10070
KJ158169,10071
KX783423,10072
KJ950906,10073
KJ950911,10073
KX783424,10074
KX783425,10075
KX783432,10076
KX156156,10077
KF387721,10078
GQ179640,10079
KM023140,10080
KF741227,10081
KT880665,10082
KP779642,10083
KY069113,10084
KF979332,10085
KY069112,10086
MG846481,10087
MG846484,10088
MG846482,10089
MG600076,10090
MG600091,10091
MG600083,10092
KJ000696,10093
EU142040,10094
MH760796,10095
DQ226541,10096
EF067924,10097
DQ256132,10098
KC614703,10099
KF979333,10100
KF979334,10101
AB937989,10102
KX644937,10103
KY312544,10104
KY312545,10105
MK443503,10106
KC935379,10107
KX644936,10108
KY670597,10109
JX134222,10110
KF306267,10111
KF183915,10112
MG600094,10113
KM203656,10114
KT880667,10115
S45208,10116
AJ005695,10117
AB084913,10118
DQ315670,10119
AF055846,10120
AB252582,10121
EU556224,10122
EU716175,10123
JX219575,10124
JX219568,10125
JX219574,10126
JX219567,10127
JX219579,10128
FJ373179,10129
JX219573,10130
JX219580,10131
KT319121,10132
KY931659,10133
AF327920,10134
AF020541,10135
AF538689,10136
EU854568,10137
LC133331,10138
KY432929,10139
HF677705,10140
KF006989,10141
KY645497,10142
MG600084,10143
JQ316470,10144
JX491648,10145
KM259923,10146
LT898422,10147
KC843627,10148
MK189163,10149
KJ641698,10150
KP770140,10151
KP230449,10152
KA182589,10153
KX883688,10154
KX883940,10155
LH935078,10156
LH935077,10156
MF041809,10157
LI526777,10158
MF041812,10159
LI719284,10160
LA858223,10161
LA866448,10162
MF041810,10163
KX883910,10164
MF041813,10165
MF041808,10166
MN148891,10167
MN148892,10167
M62738,10168
U70866,10168
KP404602,10169
KP404603,10169
KJ746622,10170
FJ028650,10170
GU810903,10171
GU810904,10171
MH899120,10172
MH899121,10172
MK990555,10173
MK990556,10173
MN837498,10174
MN837499,10174
X00206,10175
X00729,10175
M83830,10176
M83309,10176
AB295643,10181
AB295644,10181
X64886,10182
M14913,10182
AB054688,10183
AB054689,10183
AB084450,10185
AB084451,10185
AF225953,10186
AF225954,10186
EU881936,10187
EU881937,10187
KY867750,10188
KY867751,10188
AB084452,10189
AB084453,10189
KX241482,10190
KX241485,10190
KC595304,10191
KC595305,10191
KX269865,10192
KX269871,10192
JX304792,10193
JQ670669,10193
AJ278875,10194
AY303786,10195
AY017339,10195
KY569301,10196
KY569302,10196
LT608395,10198
LT608396,10198
AM087671,10199
D00322,10200
X04062,10200
AF368272,10201
AF020051,10201
AB649296,10202
AB649297,10202
MT591564,10203
MT591565,10203
MG581962,10205
MG581963,10205
FR851461,10206
FR851462,10206
EU741694,10208
AB073147,10210
AB073148,10210
HE774604,10211
AY291207,10211
FN691934,10212
FN691935,10212
X15346,10213
X15163,10213
HE613269,10214
AY291208,10214
D00915,10215
X16907,10215
MT303062,10216
AB518485,10219
AB518486,10219
KC904083,10220
KC904084,10220
MK492273,10223
MK492274,10223
MT507290,10224
MT507291,10224
MH323435,10225
MH323434,10225
KX812815,10226
KX812816,10226
MW289235,10227
MW289236,10227
MG253828,10228
MG253829,10228
AJ277435,10229
KY646466,10230
KJ572573,10230
MT922050,10231
MT922051,10231
KX656670,10232
KX656671,10232
MT521733,10233
MH716806,10234
MH716805,10234
AY303787,10235
AY303788,10235
KX424571,10236
KX424572,10236
U50869,10237
AY363727,10237
AY157993,10238
AY157994,10238
L19655,10239
D12477,10239
AB030940,10240
AB030941,10240
MW582785,10241
MW582786,10241
JQ437415,10242
JQ581051,10242
AJ621357,10243
AJ621358,10243
KT692952,10244
KT692953,10244
DQ143874,10245
DQ143875,10245
JN052073,10246
JN052074,10246
KU215538,10247
KU215539,10247
MN809923,10248
MN809924,10248
AB009958,10249
AB009959,10249
DQ344639,10250
DQ344640,10250
KX925437,10251
KX925438,10251
AJ311875,10252
AJ311876,10252
EU980442,10253
DQ675189,10254
D14066,10255
MT348706,10256
KR011032,10257
KR011033,10257
AY860978,10258
AY860979,10258
KF533719,10259
KF533720,10259
KC855266,10260
KC855267,10260
KM229700,10261
KM229701,10261
KU052530,10262
KU052531,10262
EF681764,10263
EF681765,10263
DQ388879,10264
DQ388880,10264
KT238881,10266
U67839,10267
M95497,10268
MN180070,10269
MN701059,10270
MH844554,10271
MW289237,10272
LC488189,10273
MH325329,10274
FJ528584,10275
KX024775,10276
AB218608,10277
U07551,10278
KU297983,10279
HF679486,10281
KX645875,10282
MT536978,10283
KY820716,10284
HM439775,10285
L04573,10286
AJ867490,10287
AF352024,10288
X83110,10289
AF473561,10290
AY695933,10291
AF235168,10292
L25299,10293
AY956384,10294
GU167940,10295
X76931,10296
MH464873,10297
KC921392,10298
KU248489,10299
KT992824,10300
EU000534,10301
KU315178,10302
AB594828,10303
HM439608,10304
KP326573,10305
KU999109,10306
KY523072,10307
LT559483,10308
D13954,10309
MG800833,10310
JQ700308,10311
AF157029,10312
EF529624,10313
X13063,10314
HQ388348,10315
JN620802,10316
LC081344,10317
Z48630,10318
DQ680848,10319
LC019764,10320
AM990928,10321
JQ782213,10322
JX123318,10323
MK681145,10324
AJ608206,10325
KC577469,10326
EF091714,10327
AY004291,10328
MT989351,10329
KC577470,10330
DQ875594,10331
M23021,10332
AM940437,10333
JF495127,10334
AF208001,10335
KC778720,10336
HM754263,10337
FM865413,10338
AY541039,10339
Y11530,10340
MN600000,10341
DQ655700,10343
MH395371,10345
MH330686,10346
KY491536,10347
AY994084,10348
Y10973,10349
X90904,10349
AJ132268,10350
AJ132269,10350
AJ306718,10351
AJ306719,10351
LC055681,10352
LC060925,10352
MH645040,10353
MH645042,10353
MN046369,10354
MN046369,10354
D86634,10355
D86635,10355
MH932227,10356
GU563327,10357
KU935732,10358
AY578085,10359
EU259611,10360
Z73124,10361
HE600072,10362
HQ840786,10363
HM181930,10364
FJ185044,10365
AF499025,10366
MG978107,10367
KP405232,10368
DQ152193,10369
KU053507,10370
MF622947,10371
AB710145,10372
U58771,10373
DQ450199,10374
KT724961,10375
MG755240,10376
JX156425,10377
GQ388116,10378
FJ263671,10379
MF997470,10380
EU410442,10381
AB158522,10382
EF442668,10383
AJ580095,10384
AB158523,10385
EF488741,10386
HM363516,10387
EF710625,10388
DQ925486,10389
KJ830760,10390
DQ851496,10391
KU685505,10392
DQ821938,10393
DQ851494,10394
U19287,10395
AJ312437,10396
U34972,10397
AY112735,10398
D83749,10399
DQ641248,10400
AY206394,10401
MN592680,10402
KF649336,10403
AF538686,10404
JQ807999,10405
JX867236,10406
AB551370,10407
AM774001,10408
AB011404,10409
KX013584,10411
GQ421689,10412
AB017630,10413
JX156434,10414
AF203537,10415
KP343681,10416
HQ676607,10417
AF022442,10418
JN008909,10419
AJ237843,10420
AB099711,10421
AF228515,10422
AB011819,10423
AF499738,10424
JQ801448,10425
MK286375,10427
AF348210,10428
KY657266,10429
AF185954,10430
JQ723475,10431
DQ299908,10432
KU556609,10433
AJ298033,10434
KX505964,10435
MK241979,10437
MH206616,10438
AF203527,10439
JX156422,10440
LC379162,10441
AB246773,10442
KU941946,10443
KX355613,10444
AY697300,10445
FM206346,10446
AM039800,10447
EF427894,10448
LC228573,10449
AB818538,10450
HQ161081,10451
AM184113,10452
AF228516,10453
JQ395040,10454
KY828925,10455
KU981084,10456
JF320812,10458
KT692938,10459
AB027007,10460
KT222674,10461
Z26920,10462
GQ497731,10463
JF838187,10464
AB219545,10465
AJ307057,10466
KP769852,10467
X97705,10468
AJ564636,10469
MF543013,10470
EU847625,10471
AF399672,10472
AJ001691,10473
FM212972,10474
MH680824,10475
AY388995,10476
MF953305,10477
EF579955,10478
AM182028,10479
KC691259,10480
AM158908,10481
EF362621,10482
MN114634,10483
AJ510223,10485
JQ807997,10486
AB271783,10487
AB282754,10488
GQ916624,10489
BD171712,10490
X67673,10491
AY027810,10492
MF509898,10493
MN549985,10494
DQ860147,10496
MH286883,10497
HQ122652,10498
D10930,10499
AF023848,10500
KT633868,10501
AY642590,10502
M96425,10503
AM181350,10504
DQ645484,10505
AB541985,10506
AJ437280,10507
AY485276,10508
MH779625,10509
MH376747,10510
AF185958,10511
D13751,10512
AJ243957,10513
X16415,10514
JQ794501,10515
AY912055,10516
AM157175,10517
KJ787006,10518
JQ609095,10519
JX291161,10520
AJ296311,10521
AJ131403,10522
AJ243766,10523
X12456,10524
U09509,10525
X97895,10526
AY166866,10527
AJ890348,10528
AJ889867,10529
JX294310,10530
MT513101,10531
MN853672,10532
MT790493,10533
MT247721,10534
LC573287,10535
DQ152190,10536
DQ152191,10537
DQ152192,10538
AF185956,10539
KY562565,10540
AF185957,10541
AJ316084,10542
AJ865076,10543
AJ310197,10544
D00507,10545
AJ507388,10546
AY685218,10547
KY623505,10548
AJ297628,10549
GU181199,10550
JQ350738,10551
AF465545,10552
KX856009,10553
D86371,10554
KC443039,10555
U61228,10556
JN613807,10557
GU207957,10558
JQ824374,10559
KM523548,10560
DQ851493,10562
AJ851866,10563
M11458,10564
KT834407,10565
EF219408,10566
X04083,10567
JQ314463,10568
AY861351,10569
AF062926,10570
AJ581528,10571
KF826466,10572
X63630,10573
AF169561,10574
AY954248,10575
MK110656,10576
FJ618540,10577
KF906523,10578
EU564817,10579
AF028004,10580
AY437609,10581
KY623506,10582
LC159494,10583
AJ437279,10584
DQ851495,10585
AY656816,10586
JX470965,10587
U42596,10588
JN190431,10589
AY626825,10590
JQ692088,10591
AF228693,10592
KU355553,10593
KC345607,10594
DQ641510,10595
AF127929,10596
MH379332,10597
JF280796,10598
AY623626,10599
AY623627,10600
Y09854,10601
Z48506,10602
AY377938,10603
KF260962,10604
EF608612,10605
AF057533,10606
KF984546,10607
Y15936,10608
AB033998,10609
AF206663,10610
Z25771,10611
KM017741,10612
KF787112,10613
FJ890352,10614
FM213330,10615
FJ222451,10616
FJ890355,10617
GQ415660,10618
FJ973620,10619
AY179509,10620
FJ890351,10621
FJ571067,10622
Y15937,10623
EU847144,10624
FJ571066,10625
EU847145,10626
FJ571074,10627
EU847155,10628
FJ571065,10629
MN551121,10630
LC006253,10631
HE588148,10632
MT876192,10633
KT601100,10634
MK279488,10635
LC150617,10636
LC333755,10637
LC333757,10638
LC333754,10639
LC519840,10640
LC519841,10640
LC519842,10640
LC519843,10640
LC519844,10640
LC519845,10640
LC519846,10640
LC519847,10640
LC519848,10640
LC519849,10640
LC519850,10640
M18049,10641
M58756,10641
AF078668,10642
AF078669,10642
AJ622822,10643
AJ622823,10643
AY780919,10644
AY780926,10644
KY548509,10645
KY548520,10645
KY548508,10646
KY548519,10646
AF342731,10647
AB006783,10648
AY129662,10648
X84034,10649
X84035,10649
X92760,10650
X92761,10650
AJ459382,10651
AJ459383,10651
MK103419,10652
MK103420,10652
GQ342962,10653
GQ342963,10653
U60650,10654
AF196645,10654
JX403941,10655
JX403942,10655
FM995220,10656
FM995221,10656
AJ920335,10657
AJ920336,10657
AF461742,10658
AF062037,10659
AF282930,10659
JF716350,10660
JF716351,10660
X60213,10661
AY494853,10662
AF111000,10663
AJ441111,10664
M95589,10665
M22056,10666
AJ251937,10667
JN565944,10668
KX058435,10669
KX058433,10670
KY703886,10671
MH484438,10672
MH307930,10673
K02715,10674
V01460,10675
X02763,10676
D00330,10677
AY123041,10678
X75657,10679
X75658,10680
AF160501,10681
AY090454,10682
AF241411,10683
AB486012,10684
AJ131569,10685
AJ131571,10686
AJ131572,10687
AJ131573,10688
AJ131574,10689
AF193864,10690
D00220,10691
AJ131567,10692
JX941466,10693
KF939649,10694
KC790376,10695
KC790377,10696
MK620908,10697
KC790381,10698
M18752,10699
AF046996,10700
KR229754,10701
AF060859,10702
AF530470,10703
Z29712,10704
L09635,10705
LK928904(2253..10260),10706
U23420,10707
AY180917,10708
AJ487856,10709
D83207,10710
AY506538,10711
AF537216,10712
MH384837,10713
LC487411,10714
MT269853,10715
AY493509,10716
HQ593112,10717
AY805074,10718
AJ002234,10719
HQ593107,10720
HQ593108,10721
HQ593109,10722
HQ593110,10723
AY750155,10724
MG686419,10725
KJ413252,10726
EU034539,10727
MF642736,10728
KX276640,10729
JN606110,10730
MF642720,10731
MF642724,10732
